"","logFC","AveExpr","t","P.Value","adj.P.Val","B","GeneSymbol"
"L40157_at",0.0142483048117228,6.68186628758812,0.162680761443061,0.871216447726955,0.937338289727712,-6.64194316555622,"EEA1"
"M97796_s_at",-0.0525933357937607,10.0153082675005,-0.162385270874539,0.871448289886,0.937338289727712,-6.6419910380086,"ID2"
"U27333_s_at",0.0385723070980628,6.52899784093912,0.162363223092985,0.871465589046889,0.937338289727712,-6.64199460648488,"FUT6"
"X92518_s_at",-0.0148490726218089,9.74360431498602,-0.161387069679197,0.872231562658532,0.93802063813436,-6.64215211353195,"HMGA2"
"D45917_s_at",-0.0220188530090146,6.97216048088898,-0.160628364275552,0.872826992420735,0.938519401050893,-6.64227387876089,"TIMP3"
"HG3954-HT4224_s_at",0.0464328086563377,6.53580961647319,0.160389003523701,0.873014857306913,0.93855480900404,-6.64231217497644,NA
"L40027_at",-0.0166658372296435,9.8607770666177,-0.160250931286213,0.873123228126637,0.93855480900404,-6.642334239712,"GSK3A"
"M27288_at",-0.049316440577365,3.48057380216922,-0.159751926466157,0.873514909737746,0.938739587556467,-6.64241382521449,"OSM"
"X58234_at",0.0168956712639856,5.9044046273773,0.159696416611828,0.873558482795568,0.938739587556467,-6.64242266306447,"TIMM44"
"HG831-HT831_at",-0.0217215166839457,7.50751145047609,-0.159316729781269,0.873856532548481,0.938783740600499,-6.64248303157065,NA
"L32164_at",-0.0240266542387433,7.18020222586049,-0.159308566956352,0.873862940472003,0.938783740600499,-6.64248432784648,"ZKSCAN7"
"X94754_at",-0.013344281709438,9.40902760086874,-0.158672897685089,0.874361974999083,0.939004902151545,-6.64258506978986,"MARS1"
"U33448_s_at",-0.0199698165623015,2.74553912318571,-0.158557472618778,0.874452595354342,0.939004902151545,-6.64260331937133,"LTB4R"
"D78134_at",0.0290101683520181,10.7651495619998,0.158396492325949,0.874578983977501,0.939004902151545,-6.64262874941954,"CIRBP"
"HG4340-HT4610_at",-0.0185112366555664,5.72842839914429,-0.158375236399465,0.874595672645008,0.939004902151545,-6.64263210528784,NA
"M90820_at",-0.0176836582460131,5.69438577947639,-0.158185993403157,0.874744255524699,0.93902300822701,-6.64266196297717,"FKBP3"
"D87328_at",-0.0283429199745564,4.43108264663519,-0.157239479922665,0.875487471826497,0.939642619998802,-6.64281076310297,"HLCS"
"D86980_at",-0.0131823655873644,6.43430019110705,-0.157074730355866,0.875616847080217,0.939642619998802,-6.64283657197836,"TTC9"
"HG944-HT944_s_at",0.0192010530418858,3.22138895661838,0.156793766794331,0.875837491187437,0.939642619998802,-6.64288052400759,NA
"D31784_at",0.0117071363455068,6.89348439788058,0.156779524857968,0.875848675815968,0.939642619998802,-6.64288274982527,"CDH6"
"X90999_at",-0.0322180786469755,6.7513253894313,-0.156262798963615,0.876254493573136,0.939778310644572,-6.64296337028408,"HAGH"
"X52022_at",0.0272585429551651,6.96046143492605,0.156226067253327,0.876283342590134,0.939778310644572,-6.64296909110297,"COL6A3"
"L40403_at",-0.0212390823041231,5.91844063442343,-0.156013375208307,0.876450393823671,0.939778310644572,-6.64300219062671,"YLPM1"
"L16842_at",0.0358142124437659,9.70431866679858,0.155942890187717,0.876505754959851,0.939778310644572,-6.64301314969275,"UQCRC1"
"U87460_at",0.0148628988507316,6.33663049205445,0.155779259855873,0.876634277708852,0.939778310644572,-6.64303857198422,"GPR37"
"J05401_at",0.0206104346604619,6.13929460164154,0.155370319003912,0.876955493071397,0.939855866676647,-6.64310199011976,"CKMT2"
"D82061_at",-0.0276988737220378,8.3080097983407,-0.155217857575563,0.877075253956567,0.939855866676647,-6.64312559105333,"HSD17B8"
"X53587_at",-0.0224216506750574,4.2591839896587,-0.155183644241492,0.877102129471136,0.939855866676647,-6.64313088407493,"ITGB4"
"X95715_at",-0.0242174156525286,6.52712464790324,-0.154091200474658,0.877960349931883,0.940634104999158,-6.64329927907339,"ABCC6"
"U40622_at",0.0150372030890242,6.70606902014338,0.153451254719447,0.878463157411727,0.9410227866406,-6.64339737146994,"XRCC4"
"X84213_s_at",-0.0351206301366052,8.95394440468544,-0.153293475778081,0.878587132540305,0.9410227866406,-6.64342149350754,"BAK1"
"D00408_at",0.013887183774286,6.53144248853871,0.152660115390289,0.879084827319246,0.941364643342098,-6.64351807524677,"CYP3A7"
"U31986_at",-0.0212136870433408,7.97883372031383,-0.152517305718761,0.879197053945332,0.941364643342098,-6.64353979722132,"ALX1"
"U79304_at",0.0109231855245735,6.11717497663289,0.152383191975012,0.879302449153462,0.941364643342098,-6.64356017800853,"FAM13C"
"HG3925-HT4195_at",-0.0253985396512606,6.71290202534847,-0.151634286870294,0.879891027036095,0.941770494655749,-6.64367365705705,NA
"X95240_s_at",0.0198020265581915,6.27334285362388,0.151564659538234,0.879945751844851,0.941770494655749,-6.64368417906272,"CRISP3"
"HG721-HT4827_s_at",-0.0234676100457101,7.83545086539705,-0.151271779240337,0.880175952597486,0.941875467737538,-6.64372838592663,NA
"HG3994-HT4264_at",-0.0155502142665433,8.95863212906954,-0.15102976396284,0.880366181792352,0.941937642202863,-6.64376485082864,NA
"X67235_s_at",0.034127585331202,8.48784312890198,0.15085149307757,0.880506311035887,0.941946202187101,-6.64379167392173,"HHEX"
"HG2415-HT2511_at",0.0236696932713958,8.23432380450839,0.150286190219405,0.880950690721966,0.942280191171328,-6.64387652145973,NA
"S71129_at",0.022957137345947,7.05428028818067,0.15004147476938,0.881143071293517,0.942344577745497,-6.64391315259845,"ACHE"
"X61755_rna1_s_at",0.0568579763039603,5.34563227428749,0.148615091533221,0.882264550108304,0.943330513002889,-6.64412547874811,"HOXC5"
"X94910_at",-0.0653874138580921,8.25707394444005,-0.148460657949802,0.882385986383373,0.943330513002889,-6.64414834555677,"ERP29"
"M13666_at",-0.0183218611495848,7.8748301852475,-0.14826560758141,0.882539365022058,0.943330513002889,-6.64417719249236,"MYB"
"HG896-HT896_at",-0.0213141684620437,5.32337950553209,-0.14814596630788,0.882633447641268,0.943330513002889,-6.64419486806059,NA
"M63573_at",0.11892137327755,7.43507567503762,0.148027524247741,0.882726588896377,0.943330513002889,-6.64421235241285,"PPIB"
"L44140_cds4_s_at",0.0459546673085711,5.69297726883931,0.147698052255341,0.88298568997309,0.943420333761072,-6.64426091537828,"DNASE1L1"
"U79301_at",0.0163646958849366,6.45896875633079,0.147584095144437,0.883075310308266,0.943420333761072,-6.64427768706817,NA
"X82209_at",0.0390309252250836,5.93031721858646,0.146888766087313,0.883622177360379,0.943863125921808,-6.64437974213547,"MN1"
"U23070_at",-0.017927773377207,6.06210767961209,-0.146186157350797,0.884174827275954,0.944256195017,-6.64448237639607,"BAMBI"
"M94046_at",0.0171084078734136,12.0250315189682,0.146084153685087,0.884255064936666,0.944256195017,-6.64449723579836,"MAZ"
"D83174_s_at",-0.0172310040448131,9.13463529625,-0.145596391014956,0.884638763329149,0.944524448670586,-6.64456814741695,"SERPINH1"
"HG2686-HT2782_at",0.0199454801004153,5.8756059548767,0.14542162741315,0.884776247800308,0.944529779959328,-6.64459349711686,NA
"X01388_at",0.0217136611703115,9.54465612470876,0.145146214486261,0.884992919097296,0.944590085985056,-6.64463338437815,"APOC3"
"HG1098-HT1098_at",-0.0133332277238658,5.53722364726445,-0.145012982164974,0.885097738024993,0.944590085985056,-6.64465265291069,NA
"Y11215_at",0.0297527398879325,8.20224715108316,0.144771928035691,0.88528738967843,0.944651070351374,-6.64468747007318,"SKAP1"
"U14528_at",0.0155341896836703,6.61441573637052,0.144523450973686,0.885482888415127,0.944659796325184,-6.64472329879025,"SLC26A2"
"M38258_at",-0.0344057522210104,8.05796751273497,-0.144424700360871,0.885560586174948,0.944659796325184,-6.64473752088208,"RARG"
"HG3492-HT3686_at",0.0175762189887614,10.7316587073714,0.144095039466531,0.885819974089751,0.944686239321396,-6.64478492838657,NA
"Y12856_at",0.0247406160637169,7.95132230160545,0.144020994131306,0.885878237086243,0.944686239321396,-6.64479556172437,"PRKAA1"
"D21267_at",0.0153672670905154,6.62359235762211,0.143887963848749,0.885982914308157,0.944686239321396,-6.64481465191875,"SNAP25"
"X81892_at",-0.0136294245611017,7.10845704215819,-0.143512026988379,0.88627873782122,0.944755686407761,-6.64486850452902,"ADGRG2"
"L39833_at",0.0145031764289447,6.42260558624013,0.143468370914293,0.886313091695204,0.944755686407761,-6.64487474909664,"KCNAB1"
"L76927_rna1_at",-0.0392823528718003,6.2173910877944,-0.142722297630882,0.886900225950581,0.945132290033192,-6.64498117395898,"GALK1"
"U38480_at",0.0278257413323786,7.34537719800858,0.142682496265361,0.886931550052188,0.945132290033192,-6.64498683590924,"RXRG"
"L40379_at",0.0271100853734056,5.88409663371517,0.142351256292901,0.887192246451608,0.945268797631671,-6.64503389528509,"TRIP10"
"HG4185-HT4455_at",-0.0152449350122934,7.48119921001851,-0.141760300827994,0.88765737812609,0.945583467112343,-6.64511758104687,NA
"X07618_s_at",0.0369135206537683,7.44614335277917,0.141538010393187,0.887832349630913,0.945583467112343,-6.64514896975013,"CYP2D6"
"U39231_at",0.012765333196243,6.22444877378738,0.141470487668487,0.887885499908826,0.945583467112343,-6.64515849460343,"GIPR"
"U06632_at",-0.0188807254736316,6.74740406307915,-0.14123100175026,0.888074014563187,0.945642964872436,-6.64519224020693,"COIL"
"U28368_at",0.0240531747079853,6.3545357809137,0.1402183952587,0.888871173064407,0.946350446949844,-6.64533429346851,"ID4"
"U43030_at",-0.0335613717815662,8.75633236201913,-0.139613395278948,0.889347504553911,0.946545244917312,-6.64541867821608,"CTF1"
"M55267_at",0.0265759962628254,7.34029447411315,0.139546797901268,0.889399940815376,0.946545244917312,-6.64542794486539,"EVI2A"
"U44839_at",-0.0130867616814587,11.9090926370247,-0.139480094345035,0.889452461172825,0.946545244917312,-6.64543722185928,"USP11"
"X78136_at",0.0184380516643561,12.6933362264507,0.139235973879596,0.889644678445012,0.946608494423059,-6.64547113583278,"PCBP2"
"HG3597-HT3800_f_at",-0.0242178120698213,12.3562065787735,-0.138248519096937,0.890422254905051,0.947294471753188,-6.64560771027738,NA
"L26953_at",0.0125129538928421,6.59806935523197,0.137670759244229,0.890877264871466,0.947504110290245,-6.64568716948227,"CSNK1A1"
"X98176_at",0.024244091115099,7.17107119016277,0.137660779930357,0.890885124319752,0.947504110290245,-6.6456885390135,"CASP8"
"U13369_at",0.0241564254362627,5.38736257226185,0.137162973413408,0.891277197666448,0.947582740745724,-6.6457567305631,NA
"Z79693_s_at",0.0142301785854615,6.8300902439415,0.13706191179672,0.891356797301376,0.947582740745724,-6.64577054424065,"PTPRR"
"U46116_at",0.0110734041328087,6.41171835704021,0.137060620369084,0.891357814481811,0.947582740745724,-6.64577072069448,"PTPRG"
"U18088_s_at",0.0173221189947101,5.44138016524217,0.136818343629725,0.891548644628466,0.947627273015491,-6.6458037947073,"PDE4A"
"M94151_at",-0.0121556033423671,6.10410688610219,-0.136669917955641,0.891665555812584,0.947627273015491,-6.6458240279055,"CTNNA2"
"X82206_s_at",0.0162726054164448,8.46214487341286,0.136280207092689,0.891972532726146,0.947740732340554,-6.64587704831353,"ACTR1A"
"M64788_at",-0.0365723413037098,3.03818939010074,-0.136053087267797,0.892151443606689,0.947740732340554,-6.64590787831504,"RAP1GAP"
"HG2600-HT2696_at",0.0153196896956938,3.76329163739137,0.13602808437469,0.892171139674212,0.947740732340554,-6.64591126915054,NA
"X59842_rna1_s_at",-0.0526303153391634,7.34373448342463,-0.135449180105964,0.892627191358945,0.948083916447842,-6.64598960466077,"PBX2"
"X57809_at",0.0320155912328683,6.20318302982113,0.1348839667384,0.893072492531763,0.948415581596744,-6.64606576539381,"IGLV@"
"L08424_at",0.0205611622287662,6.17168010505909,0.134617947308267,0.89328208682959,0.948496871761714,-6.64610150051653,"ASCL1"
"U28413_at",0.0201826234093714,6.46127025927845,0.134204201276926,0.893608088686978,0.948701722151819,-6.64615694004188,"ERCC8"
"AF000545_at",0.0329785669706748,5.52052817182544,0.133700861832134,0.894004708381836,0.948868473080029,-6.64622415458339,"P2RY10"
"X12458_rna1_at",-0.0498466210598911,5.97634127322774,-0.133406296515806,0.894236831505871,0.948868473080029,-6.64626337291652,"SLC10A3"
"HG3412-HT3593_s_at",-0.0247099748783297,7.10147726352882,-0.133331311188508,0.894295922860145,0.948868473080029,-6.64627334263359,NA
"U47621_at",0.0492760519316491,6.88499934044302,0.133329239874755,0.89429755514444,0.948868473080029,-6.64627361794678,"P3H4"
"AC000115_cds1_at",0.0249646136902717,5.76955300416562,0.132857988755858,0.894668933148805,0.949121253633606,-6.64633614419065,"VGLL1"
"X67081_at",0.0138692413134276,6.33033517643424,0.132447741182053,0.894992255389611,0.949322985965264,-6.64639039623222,"H4C2"
"U49928_at",-0.0224493444805223,6.0302687848987,-0.131745804301265,0.895545503591811,0.949461048932696,-6.64648283296422,"TAB1"
"U16129_at",-0.0128902160652364,6.64951644992917,-0.131736997938299,0.89555244486556,0.949461048932696,-6.64648398953905,"GRIA4"
"M37825_at",-0.0132634584293907,6.19476607428747,-0.13168598749344,0.895592652029035,0.949461048932696,-6.64649068742439,"FGF5"
"U00944_at",0.0146840594171715,6.92886516959894,0.131510994053979,0.89573058644454,0.949461048932696,-6.64651364509284,"ALG13"
"M26602_at",0.105091036226137,7.71285591855087,0.131437735794689,0.895788331480056,0.949461048932696,-6.64652324689995,"DEFA1"
"HG4108-HT4378_at",-0.0139452832765166,8.27502171857527,-0.131144771108523,0.896019263374336,0.949515034467059,-6.64656159171589,NA
"U79258_at",-0.0173207689415573,6.78907320648277,-0.131035187086914,0.896105646218876,0.949515034467059,-6.64657591269249,"MRPS21"
"L13943_at",0.0139246030954636,6.62821606423917,0.130401292103883,0.896605357311993,0.949903342588378,-6.64665851838861,"GK"
"M82919_at",-0.0122709854262544,6.53869095065469,-0.130099170542922,0.89684354004682,0.950014501782137,-6.64669774831088,"GABRB3"
"U60519_at",-0.0211773469351222,7.36428640062489,-0.129757682016386,0.897112769827958,0.950158510786438,-6.64674198045807,"CASP10"
"HG2492-HT2588_at",0.0300097271916551,4.3371198722433,0.129486772794591,0.897326363439712,0.950243559857651,-6.64677698798837,NA
"L13210_at",0.075732471200217,8.12117400610381,0.128784429418277,0.897880149045114,0.950382540632467,-6.6468674058933,"LGALS3BP"
"X81836_s_at",0.0260464039062249,6.12884774047759,0.1287772517056,0.897885808809929,0.950382540632467,-6.64686832739647,"CLCN5"
"M64347_at",-0.0173963806333228,7.2454299138359,-0.128722046049737,0.897929339710979,0.950382540632467,-6.6468754132013,"FGFR3"
"Y00757_at",-0.0157080651296191,5.70647782411702,-0.128644035429629,0.897990853373586,0.950382540632467,-6.64688542091117,"SCG5"
"U27768_at",0.025865841552875,5.83454748887923,0.128437477154642,0.898153733653599,0.950413829184579,-6.64691189026446,"RGS4"
"Z83799_at",-0.0164648007477188,4.58953031093782,-0.128268189394183,0.898287227759977,0.950414017022986,-6.64693355189734,NA
"U62325_at",0.0143315859125579,6.65440693049665,0.127841944070951,0.898623362158123,0.95062857231418,-6.64698796669563,"APBB2"
"U82668_rna1_at",0.0113340491592,6.06517091402816,0.127668151146379,0.898760419502945,0.950632497127077,-6.64701010127384,"SHOX"
"X52001_at",-0.0130512074310278,6.29489715161429,-0.127063276195106,0.899237462663834,0.950807826409631,-6.64708690456325,"EDN3"
"D21241_xpt1_s_at",-0.0172720967832802,7.09595103662713,-0.127020911538155,0.899270875542365,0.950807826409631,-6.64709227010427,"CYP19A1"
"M30257_s_at",0.0127359458643328,7.15863510705071,0.12691029637331,0.899358118251654,0.950807826409631,-6.64710627123314,"VCAM1"
"D50924_at",0.0112254971899945,7.36444649598635,0.126781541826763,0.899459669141051,0.950807826409631,-6.64712255300086,"DHX34"
"U07620_at",0.0304122184728879,6.59696927089421,0.126488584060628,0.899690736145041,0.950885537500943,-6.64715953767429,"MAPK10"
"HG4333-HT4603_at",0.035253389825268,7.20590055740651,0.126350122703548,0.899799948938331,0.950885537500943,-6.64717698806997,NA
"U32331_at",-0.013106413081247,6.75979421853627,-0.126049057784342,0.900037423612216,0.950995522888912,-6.64721486559222,"DKK3"
"U13022_at",0.017915598981288,8.24977632107502,0.125541102161537,0.90043811069943,0.951277903256703,-6.6472785676561,"CASP2"
"U54617_at",-0.0118015845963031,6.89500063480927,-0.125347431949807,0.900590889044492,0.951298332789774,-6.64730278788543,"PDK4"
"L47345_at",-0.0262984674857698,8.14103593692161,-0.124907795614331,0.900937713737546,0.95147482975333,-6.64735762970095,"ELOA"
"HG2149-HT2219_at",0.0182790891013553,7.987217492716,0.124658902318915,0.90113407172144,0.95147482975333,-6.64738859215918,NA
"HG919-HT919_at",-0.0310562933204839,8.46919363813712,-0.124628098143533,0.9011583743154,0.95147482975333,-6.64739241992212,NA
"U62317_rna7_at",0.058750833833713,6.04159289693488,0.124398419880182,0.9013395792746,0.951525227402432,-6.64742093020322,"LMF2"
"AF006041_at",-0.0331002408354877,9.29067694024086,-0.124088665080938,0.901583969026852,0.951642303108147,-6.64745929724151,"DAXX"
"M86757_s_at",0.0161914954765336,3.7580655215214,0.123771112796998,0.901834520705698,0.951765847240699,-6.64749853084286,"S100A7"
"L35545_at",0.016081962087954,6.33862488189925,0.123232868466585,0.902259223223465,0.952025391263373,-6.64756480144715,"PROCR"
"D21089_at",-0.0122445573292858,9.28863517747252,-0.123120953051914,0.902347533842981,0.952025391263373,-6.64757854462629,"XPC"
"S69232_at",-0.0158161148960794,6.12274114409159,-0.122929100005957,0.902498924805562,0.952044219434574,-6.64760207508437,"ETFDH"
"L36818_at",-0.0244860914376712,8.98328981402714,-0.122470921851603,0.902860487156686,0.952284718588551,-6.64765812147833,"INPPL1"
"X78712_at",-0.0150611330385102,5.31317917987675,-0.121739671267205,0.903437581851315,0.952752443937578,-6.647747137934,"GK2"
"M18185_at",0.0198856159063201,5.8434575114306,0.121529000814484,0.903603850265207,0.952786843446333,-6.6477726843557,"GIP"
"U43843_at",0.0234889905971079,6.1304879762516,0.121358124927292,0.903738714599438,0.952788124279709,-6.64779337270406,"DPF1"
"U73304_rna1_at",0.0117465618342987,6.24559362375684,0.121109080746473,0.90393527858109,0.952854443442938,-6.64782347296458,"CNR1"
"U43148_at",0.0162932008516066,9.57902083401028,0.120650396980925,0.904297321253871,0.953095151274223,-6.64787874917237,"PTCH1"
